id_programa,nombre_programa,id_area,area_conocimiento_original
16569,TÉCNICO LABORAL EN AUXILIAR DE FOTOGRAFÍA,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16570,TECNICO LABORAL EN SANEAMIENTO BASICO AMBIENTAL,14,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16573,TÉCNICO LABORAL EN AVALÚO,3,VENTAS Y SERVICIOS
16574,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE INFORMACION Y SERVICIO AL CLIENTE,7,FINANZAS Y ADMINISTRACIÓN
16575,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SERVICIOS FARMACEUTICOS,7,SALUD
16576,TÉCNICO LABORAL EN FINANZAS INTERNACIONALES,1,FINANZAS Y ADMINISTRACIÓN
16578,CONOCIMIENTOS ACADÉMICOS EN FRANCES NIVEL B2,28,No especificada
16579,TÉCNICO LABORAL EN SALUD EN EL TRABAJO,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16581,TECNICO LABORAL POR COMPETENCIAS EN DISEÑO Y COMUNICACION GRAFICA,22,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16582,TECNICO LABORAL EN SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16583,CONOCIMIENTOS ACADÉMICOS EN INTERPRETACION EN SAXOFÒN,28,No especificada
16584,"CONOCIMIENTOS ACADEMICOS EN INGLES EN LOS NIVELES A1, A2, B1 Y B2",28,No especificada
16585,CONOCIMIENTOS ACADÉMICOS EN ITALIANO,28,No especificada
16586,Técnico Laboral en Asistencia Administrativa y Financiera,1,FINANZAS Y ADMINISTRACIÓN
16587,TÉCNICO LABORAL EN SERVICIOS DE ALIMENTOS Y BEBIDAS,5,VENTAS Y SERVICIOS
16588,"TÉCNICO LABORAL EN ASISTENTE DE AUDIOVISUAL, CINE Y TELEVISIÓN",3,VENTAS Y SERVICIOS
16589,TÉCNICO LABORAL POR COMPETENCIAS AUXILIAR EN RECUPERACIÓN FÍSICA,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16590,CONOCIMIENTOS ACADÉMICOS EN ALEMÁN A2 INTENSIVO,28,No especificada
16591,TÉCNICO LABORAL POR COMPETENCIAS EN MANTENIMIENTO Y REPARACION DE MOTORES DIESEL,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16592,TÉCNICO LABORAL AUXILIAR EN SERVICIOS FARMACÉUTICOS,7,SALUD
16593,TÉCNICO LABORAL EN AUXILIAR EN ATENCIÓN INTEGRAL A LA TERCERA EDAD,28,No especificada
16594,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE SISTEMAS DE INFORMACION,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16595,TÉCNICO LABORAL EN OPERACIÓN DE PROGRAMAS INFORMÁTICOS Y BASE DE DATOS,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16598,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
16599,TECNICO LABORAL  INVESTIGACION JUDICIAL,27,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16600,TÉCNICO LABORAL EN SEGURIDAD INDUSTRIAL,11,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16601,TECNICO LABORAL EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16602,TECNICO LABORAL EN MAQUILLAJE ARTISTICO Y DECORATIVO,6,VENTAS Y SERVICIOS
16603,TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,17,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16604,TÉCNICO LABORAL POR COMPETENCIAS EN MERCADERISTA E IMPULSADOR,3,VENTAS Y SERVICIOS
16605,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN SANEAMIENTO AMBIENTAL,14,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16606,TÉCNICO LABORAL EN ADMINISTRACIÓN Y FINANZAS,1,FINANZAS Y ADMINISTRACIÓN
16607,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
16608,ELECTRONICA,12,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16609,TÉCNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16610,TÉCNICO LABORAL COMO AUXILIAR DE PERSONAL Y RIESGO LABORAL,3,VENTAS Y SERVICIOS
16611,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO Y CONTABLE,1,FINANZAS Y ADMINISTRACIÓN
16612,TÉCNICO LABORAL POR COMPETENCIAS EN OBRAS CIVILES Y CONSTRUCCIÓN,10,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16613,CONOCIMIENTOS ACADÉMICOS EN GUITARRA ACÚSTICA,21,No especificada
16614,TÉCNICO LABORAL EN SECRETARIADO EJECUTIVO,1,FINANZAS Y ADMINISTRACIÓN
16615,"CONOCIMIENTOS ACADÉMICOS EN INGLES COMUNICATIVO A1, A2 y B1",28,No especificada
16616,CONOCIMIENTOS ACADÉMICOS EN INGLES INTERMEDIO B1,28,No especificada
16618,Basic English as a second language speaker,28,No especificada
16620,TÉCNICO LABORAL EN AUXILIAR DE VENTAS DE PRODUCTOS NO TÉCNICOS,3,VENTAS Y SERVICIOS
16621,INGLES,28,No especificada
16623,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16624,TECNICO LABORAL POR COMPETENCIAS EN ANALISTA DE EQUIPOS MECATRÓNICOS,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16625,TECNICO LABORAL EN AUXILIAR EN COMERCIO EXTERIOR,27,FINANZAS Y ADMINISTRACIÓN
16626,TÉCNICO LABORAL EN AUXILIAR DE TRANSPORTE Y SEGURIDAD VIAL,19,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16627,"TÈCNICO LABORAL POR COMPETENCIAS EN ENSAMBLE, INSTALACIÓN Y MANTENIMIENTO DE SISTEMAS DE ENERGÍA ALTERNATIVA",8,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16628,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16629,CONOCIMIENTOS ACADÉMICOS EN ESPAÑOL INTERMEDIO PARA EXTRANJEROS (B1),28,No especificada
16630,TÉCNICO LABORAL POR COMPETENCIAS EN SANEAMIENTO   AMBIENTAL,14,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16631,CONOCIMIENTOS ACADÉMICOS EN INGLES BASICO A2,28,No especificada
16632,TÉCNICO LABORAL EN ESTIMULACIÓN Y DESARROLLO A LA PRIMERA INFANCIA,8,VENTAS Y SERVICIOS
16633,TÉCNICO LABORAL EN PELUQUERIA,6,VENTAS Y SERVICIOS
16634,TÉCNICO LABORAL EN OPERADOR DE SERVICIOS DE RECEPCION HOTELERA,4,VENTAS Y SERVICIOS
16635,TÉCNICO LABORAL EN AUXILIAR EN SALUD ORAL,13,SALUD
16636,TÉCNICO LABORAL EN ADMINISTRATIVO EN SALUD,1,FINANZAS Y ADMINISTRACIÓN
16640,Técnico Laboral en Secretariado Ejecutivo,1,FINANZAS Y ADMINISTRACIÓN
16641,TÉCNICO LABORAL POR COMPETENCIAS EN INVESTIGACIÓN JUDICIAL,3,VENTAS Y SERVICIOS
16642,TECNICO LABORAL POR COMPETENCIAS EN SISTEMAS Y COMUNICACIONES,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16643,TÉCNICO LABORAL EN ENSAMBLE Y MANTENIMIENTO DE COMPUTADORES,27,VENTAS Y SERVICIOS
16644,TECNICO LABORAL MERCADEO Y DISEÑO DE MODA,3,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16645,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN GESTIÓN DE RECURSOS AMBIENTALES,24,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16646,"TECNICO LABORAL EN BANCA, SEGUROS Y SERVICIOS FINANCIEROS",2,FINANZAS Y ADMINISTRACIÓN
16647,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16648,TECNICO LABORAL EN AUXILIAR DE AUTOMATIZACIÓN,27,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16649,TÉCNICO LABORAL EN PSICOPEDAGOGIA  INFANTIL,16,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16650,TÉCNICO LABORAL EN SISTEMATIZACION Y PROCESAMIENTO DE DATOS,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16651,TÉCNICO LABORAL EN SISTEMAS E INFORMÁTICA,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16652,AUXILIAR DE ENFERMERIA,13,SALUD
16653,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16654,TÉCNICO LABORAL POR COMPETENCIAS COMO ADMINISTRADOR DE PROPIEDAD HORIZONTAL,1,FINANZAS Y ADMINISTRACIÓN
16655,TÉCNICO LABORAL POR COMPETENCIAS EN CONSTRUCCIÓN,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16656,TÉCNICO LABORAL COMO ASISTENTE EN CONTADURÍA,1,FINANZAS Y ADMINISTRACIÓN
16657,TÉCNICO LABORAL POR COMPETENCIAS EN GESTION Y CONSERVACIÓN DEL MEDIO AMBIENTE,1,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16658,TÉCNICO LABORAL  POR COMPETENCIAS EN PELUQUERIA,6,VENTAS Y SERVICIOS
16659,TÉCNICO LABORAL EN AUXILIAR TURÍSTICO,3,VENTAS Y SERVICIOS
16661,TÉCNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16662,TÉCNICO LABORAL POR COMPETENCIAS EN COCINA CON ÉNFASIS EN PASTELERIA,5,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16663,TÉCNICO LABORAL EN APTITUD EN IDIOMA INGLES NIVEL INTERMEDIO (B1) Y (B2),28,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16664,TECNICO LABORAL EN ADMINISTRACION DE HOTELERIA Y TURISMO,1,FINANZAS Y ADMINISTRACIÓN
16665,TÉCNICO LABORAL EN MAQUINARIA PESADA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16666,TÉCNICO LABORAL EN ASISTENCIA Y SOPORTE DE TECNOLOGÍAS,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16667,TÉCNICO LABORAL EN SISTEMAS INFORMÁTICOS Y MANTENIMIENTO DE COMPUTADORES,8,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16668,TÉCNICO LABORAL EN AUXILIAR DE RECURSOS HUMANOS,1,FINANZAS Y ADMINISTRACIÓN
16669,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A1 Y A2,28,No especificada
16670,SASTRERIA,3,VENTAS Y SERVICIOS
16672,TECNICO LABORAL EN ATENCION PARA LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16673,CONOCIMIENTOS ACADÉMICOS EN ADQUISION DE CONOCIMIENTO Y DESARROLLO DE HABILIDADES EN LENGUA INGLESA,8,No especificada
16674,TECNICO LABORAL EN AGRICULTURA Y ADMINISTRACION AGROPECUARIA,1,FINANZAS Y ADMINISTRACIÓN
16675,TÉCNICO LABORAL COMO ASISTENTE EN ELECTROMECÁNICA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16676,TÉCNICO LABORAL EN PRODUCCION AGRICOLA LABORES CULTURALES DEL CULTIVO DE CACAO,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16677,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN LOGÍSTICA DE CENTROS DE DISTRIBUCIÓN,28,No especificada
16678,TECNICO LABORAL EN ASISTENCIA A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
16679,"CONOCIMIENTOS ACADÉMICOS EN INGLES LENGUA EXTRANJERA PARA LA INTERNACIONALIZACION NIVEL A1, NIVEL A2, NIVEL B1 Y NIVEL B2",28,No especificada
16680,TÉCNICO LABORAL EN VENTA DE PRODUCTOS Y SERVICIOS,7,VENTAS Y SERVICIOS
16681,TÉCNICO LABORAL EN EL CUIDADO ESTETICO DE MANOS Y PIES,13,VENTAS Y SERVICIOS
16682,TÉCNICO LABORAL EN ANIMACIÓN RECREACIÓN Y DEPORTE,3,VENTAS Y SERVICIOS
16683,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE PRESUPUESTO,1,FINANZAS Y ADMINISTRACIÓN
16684,CONOCIMIENTOS ACADÉMICOS EN INTERPRETACION EN VIOLONCHELO,28,No especificada
16685,TÉCNICO LABORAL EN AUXILIAR DE ADUANAS,1,FINANZAS Y ADMINISTRACIÓN
16686,TÉCNICO LABORAL EN AUXILIAR EN ARCHIVO Y REGISTRO,1,FINANZAS Y ADMINISTRACIÓN
16687,CONOCIMIENTOS ACADÉMICOS EN INSTRUMENTOS DE VIENTO,21,No especificada
16688,TECNICO LABORAL EN MECANICA DE MOTOS,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16689,TECNICO LABORAL POR COMPETENCIA EN AUXILIAR EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16690,TECNICO LABORAL EN INSTRUCTOR EN BIBLIA Y TEOLOGIA,27,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16692,CONOCIMIENTOS ACADÉMICOS EN COSMETOLOGIA FACIAL Y MAQUILLAJE,6,No especificada
16693,TÉCNICO LABORAL EN AUXILIAR EN SERVICIOS FARMACÉUTICOS,7,SALUD
16694,TÉCNICO LABORAL POR COMPETENCIA EN AUXILIAR EN OPERARIOS PORTUARIOS,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16695,ESTILISTA INTEGRAL,3,VENTAS Y SERVICIOS
16696,TÉCNICO LABORAL EN AUXILIAR EN MANTENIMIENTO DE MOTORES A GASOLINA - GAS,26,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16697,TÉCNICO LABORAL EN ANIMADOR RECREACION Y DEPORTE,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16699,TECNICO LABORAL EN MECANICA AUTOMOTRIZ,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16700,TÉCNICO LABORAL EN AUXILIAR EN ATENCIÓN A LA PRIMERA INFANCIA CON ENFASIS EN INGLES,17,VENTAS Y SERVICIOS
16701,AUXILIAR EN LOGISTICA,25,VENTAS Y SERVICIOS
16702,TECNICO LABORAL PELUQUERIA ESTILISTA,6,VENTAS Y SERVICIOS
16703,"TECNICO LABORAL EN CONOCIMIENTOS ACADEMICOS EN INGLES EN LOS NIVELES A1, A2, B1, B2 Y C1",27,No especificada
16704,TÉCNICO LABORAL EN BELLEZA INTEGRAL,6,VENTAS Y SERVICIOS
16705,TECNICO LABORAL EN SECRETARIADO EJECUTIVO,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16706,TÉCNICO LABORAL EN OPERARIO DE MAQUINAS Y HERRAMIENTAS CON CONOCIMIENTOS EN APLICACIÓN DE SOLDADURA ELÉCTRICA Y AUTOGENA,27,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16708,TÉCNICO LABORAL POR COMPETENCIAS EN  TRABAJO COMUNITARIO,18,VENTAS Y SERVICIOS
16709,TÉCNICO LABORAL EN COMPETENCIAS EN AUXILIAR EN CONTABILIDAD Y FINANZAS,2,FINANZAS Y ADMINISTRACIÓN
16711,TÉCNICO LABORAL EN COCINA,5,VENTAS Y SERVICIOS
16712,TÉCNICO LABORAL EN AUXILIAR DE ALMACÉN Y BODEGA,25,FINANZAS Y ADMINISTRACIÓN
16713,TÉCNICO LABORAL EN PRODUCCION Y ADMINISTRACION EN MEDIOS DE COMUNICACION,1,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16714,TECNICO LABORAL EN ASISTENCIA ADMINISTRATIVA,1,FINANZAS Y ADMINISTRACIÓN
16715,CERTIFICADO DE TECNICO LABORAL POR COMPETENCIAS EN ANALISIS Y PROGRAMACION DE COMPUTADORES,8,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16716,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16717,TÉCNICO LABORAL POR COMPETENCIAS EN SEGURIDAD OCUPACIONAL,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16718,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,VENTAS Y SERVICIOS
16719,TÉCNICO LABORAL EN AUXILIAR DE RECURSOS HUMANOS,1,FINANZAS Y ADMINISTRACIÓN
16720,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA ADMINISTRATIVA,1,FINANZAS Y ADMINISTRACIÓN
16722,TECNICO LABORAL EN CONTABILIDAD,2,FINANZAS Y ADMINISTRACIÓN
16723,TÉCNICO LABORAL COMO AUXILIAR DE TALENTO HUMANO,3,VENTAS Y SERVICIOS
16724,CONOCIMIENTOS ACADÉMICOS EN IDIOMA INGLES NIVEL BASICO A1,28,No especificada
16725,TÉCNICO LABORAL EN MANTENIMIENTO DE EQUIPOS DE CÓMPUTO,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16726,TÉCNICO LABORAL POR COMPETENCIAS EN DISEÑO GRAFICO CON ENFASIS EN MARKETING DIGITAL,3,No especificada
16728,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A2,28,No especificada
16729,TÉCNICO LABORAL COMO ASISTENTE EN CONTADURIA,1,FINANZAS Y ADMINISTRACIÓN
16730,ASISTENTE ADMINISTATIVO,1,FINANZAS Y ADMINISTRACIÓN
16732,"TÉCNICO LABORAL POR COMPETENCIAS AUXILIAR EN RECREACION,  DEPORTE Y CULTURA",20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16733,TÉCNICO LABORAL EN COCINA Y PASTELERÍA,5,VENTAS Y SERVICIOS
16734,TÉCNICO LABORAL EN ASESOR DE CONTAC CENTER,1,FINANZAS Y ADMINISTRACIÓN
16735,TÉCNICO LABORAL AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
16736,TÉCNICO LABORAL EN CORTE Y CONFECCION,3,VENTAS Y SERVICIOS
16737,TÉCNICO LABORAL POR COMPETENCIAS EN PELUQUERIA,6,VENTAS Y SERVICIOS
16738,"TÉCNICO LABORAL EN INSPECTOR DE SANIDAD, SEGURIDAD Y SALUD OCUPACIONAL",19,VENTAS Y SERVICIOS
16739,"CONOCIMIENTOS ACADÉMICOS EN FORMACION AVANZADA EN LENGUA INGLESA, NIVEL  A1 - PRINCIPIANTE",28,No especificada
16740,CONOCIMIENTOS ACADÉMICOS EN VIOLÍN,28,No especificada
16741,CONOCIMIENTOS ACADEMICOS EN INGLES ELEMENTAL NIVEL A1,28,No especificada
16742,TECNICO LABORAL POR COMPETENCIAS EN SERVICIOS FARMACEUTICOS,7,SALUD
16743,TEATRO ABIERTO,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16744,TÉCNICO LABORAL EN IMPRESIÓN SERIGRÁFICA,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16745,CONOCIMIENTOS ACADEMICOS DE INGLES NIVEL B1,28,No especificada
16746,TÉCNICO LABORAL EN  LABORAL POR COMPETENCIAS EN  AUXILIAR EN ENFERMERIA,13,SALUD
16747,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN SEGURIDAD OCUPACIONAL,19,FINANZAS Y ADMINISTRACIÓN
16748,TÉCNICO LABORAL EN PROCESOS  ADMINISTRATIVO,1,VENTAS Y SERVICIOS
16749,TÉCNICO LABORAL EN DANZAS CLÁSICAS Y MODERNAS,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16750,AUXILIAR EN ENFERMERÍA,13,SALUD
16751,TÉCNICO LABORAL POR COMPETENCIAS EN OPERADOR DE EQUIPO PESADO,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16752,TÉCNICO LABORAL EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16753,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16754,TÉCNICO LABORAL EN AUXILIAR EN  CONTABILIDAD Y FINANZAS,2,FINANZAS Y ADMINISTRACIÓN
16755,TÉCNICO LABORAL EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16758,TECNICO LABORAL EN MERCADERISTA E IMPULSADOR,27,VENTAS Y SERVICIOS
16759,TECNICO LABORAL POR COMPETENCIAS EN SISTEMAS REDES Y PROGRAMACION,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16760,TÉCNICO LABORAL EN SOLDADURA PARA LA INDUSTRIA PETROLERA,27,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16761,COMUNICACION SOCIAL,18,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16763,CONOCIMIENTOS ACADÉMICOS EN PEDAGOGIA Y METODOLOGIA DE LA ENSEÑANZA DEL IDIOMA INGLES,16,No especificada
16766,TÉCNICO LABORAL POR COMPETENCIAS EN SEGURIDAD OCUPACIONAL,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16767,TÉCNICO LABORAL EN SECRETARIADO EJECUTIVO,1,FINANZAS Y ADMINISTRACIÓN
16768,TECNICO LABORAL POR COMPETENCIAS EN ADMINISTRACION Y GERENCIA,1,FINANZAS Y ADMINISTRACIÓN
16769,TÉCNICO LABORAL POR COMPETENCIAS EN CONTROL Y EDUCACION VIAL,12,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16770,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A2,28,No especificada
16771,TÉCNICO LABORAL POR COMPETENCIAS EN MECANICA DE MOTOS,26,VENTAS Y SERVICIOS
16773,AUXILIAR OPERADOR Y PROGRAMADOR DE SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16774,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENCIA JUDICIAL Y TRIBUNAL,3,VENTAS Y SERVICIOS
16775,TÉCNICO LABORAL EN ASISTENCIA ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16776,TÉCNICO LABORAL EN PANADERÍA Y PASTELERÍA,3,VENTAS Y SERVICIOS
16777,TÉCNICO LABORAL EN RECURSOS HUMANOS,1,FINANZAS Y ADMINISTRACIÓN
16778,TECNICO LABORAL EN DISEÑO Y CONFECCION INDUSTRIAL DE MODAS,11,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16779,TÉCNICO LABORAL EN MANTENIMIENTOS DE EQUIPOS INFORMATICOS,27,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16780,TÉCNICO LABORAL EN MAQUILLAJE ARTISTICO Y DECORATIVO,6,VENTAS Y SERVICIOS
16781,TÉCNICO LABORAL EN ASISTENCIA ADMINISTRATIVA,1,FINANZAS Y ADMINISTRACIÓN
16782,TÉCNICO LABORAL POR COMPETENCIAS EN MANTENIMIENTO Y REDES DE DATOS,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16784,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL C1,28,No especificada
16785,CONOCIMIENTOS ACADÉMICOS EN MATERNA (CASTELLANO),28,No especificada
16786,TÉCNICO LABORAL EN ATENCION A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16787,TÉCNICO LABORAL POR COMPETENCIA AUXILIAR EN DIGITACION Y SISTEMATIZACION DE DATOS,1,FINANZAS Y ADMINISTRACIÓN
16788,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR AGRONOMO,23,EXPLOTACIÓN PRIMARIA Y EXTRACTIVA
16789,"CONOCIMIENTOS ACADEMICOS EN INGLÉS, NIVEL DE DOMINIO A1",28,No especificada
16790,TÉCNICO POR COMPETENCIA LABORAL PRODUCCION AGROPECUARIA ECOLOGICA,11,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16791,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16792,TÉCNICO LABORAL EN SEGURIDAD OCUPACIONAL,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16794,TÉCNICO LABORAL AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16795,TECNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
16796,LOGISTICA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16797,CONOCIMIENTOS ACADÉMICOS EN INGLÉS NIVEL C1,28,No especificada
16798,TÉCNICO LABORAL POR COMPETENCIAS EN PANADERIA Y PASTELERIA,5,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16800,ASISTENTE CONTABILIDAD,2,FINANZAS Y ADMINISTRACIÓN
16801,"TECNICO LABORAL EN REPARACION, ENSAMBLE Y MANTENIMIENTO DE EQUIPOS DE COMPUTO",27,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16804,TÉCNICO LABORAL EN ATENCION A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16805,TÉCNICO LABORAL EN INSTALACION Y REPARACION DE EQUIPOS DE TELECOMUNICACIONES,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16806,GESTIÓN EN ADMINISTRACIÓN Y FINANZAS,1,FINANZAS Y ADMINISTRACIÓN
16807,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SISTEMAS DE GESTION EN SEGURIDAD Y SALUD EN EL TRABAJO,1,FINANZAS Y ADMINISTRACIÓN
16809,TECNICO LABORAL POR COMPETENCIAS EN ARTE GRAFICO DIGITAL,20,VENTAS Y SERVICIOS
16810,TÉCNICO LABORAL EN AUXILIAR EN TALENTO HUMANO,1,FINANZAS Y ADMINISTRACIÓN
16811,TÉCNICO LABORAL POR COMPETENCIAS EN MECANICA DENTAL,26,VENTAS Y SERVICIOS
16812,TÉCNICO LABORAL EN MECANICO DE VEHICULOS AUTOMOTORES,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16813,AUXILIAR DE SERVICIOS HOTELEROS,4,VENTAS Y SERVICIOS
