id_programa,nombre_programa,id_area,area_conocimiento_original
16309,"TÉCNICO LABORAL EN AGENTE DE TRANSITO, TRANSPORTE  Y SEGURIDAD VIAL",19,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16310,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16311,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16312,TÉCNICO LABORAL POR COMPETENCIAS EN SEGURIDAD OCUPACIONAL,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16313,CONOCIMIENTOS ACADÉMICOS EN LOGISTICA EMPRESARIAL,1,No especificada
16314,ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16315,TÉCNICO LABORAL EN MAQUILLAJE Y CUIDADO DE LA IMAGEN,6,VENTAS Y SERVICIOS
16316,TÉCNICO LABORAL EN AUXILIAR CLINICA VETERINARIA,13,VENTAS Y SERVICIOS
16317,TÉCNICO LABORAL EN AUXILIAR DE COCINA NACIONAL E INTERNACIONAL,5,VENTAS Y SERVICIOS
16318,TÉCNICO LABORAL EN SERVICIOS DE PELUQUERIA,6,VENTAS Y SERVICIOS
16320,Técnico Laboral En Sistemas e Informática,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16321,TÉCNICO LABORAL AUXILIAR EN ROBOTICA,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16322,TÉCNICO LABORAL EN AGENTE DE VENTAS,3,VENTAS Y SERVICIOS
16323,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16324,"TÉCNICO LABORAL POR COMPETENCIA EN OFICINISTA, CLASIFICACIÓN Y ARCHIVO",1,FINANZAS Y ADMINISTRACIÓN
16325,TÉCNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16326,"TÉCNICO LABORAL EN OPERADOR DE MAQUINARIA PESADA, SERVICIOS A POZO DE PETRÓLEO",7,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16328,TÉCNICO LABORAL EN AUXILIAR EN TALENTO HUMANO,1,FINANZAS Y ADMINISTRACIÓN
16330,TÉCNICO LABORAL EN AUXILIAR CORTE Y CONFECCIÓN,3,VENTAS Y SERVICIOS
16331,CONOCIMIENTOS ACADÉMICOS EN GUITARRA ELÉCTRICA Y ACÚSTICA,21,No especificada
16332,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16333,TÉCNICO LABORAL EN  AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
16334,TECNICO LABORAL EN AUXILIAR MECANICA DENTAL,26,VENTAS Y SERVICIOS
16335,CONOCIMIENTOS ACADÉMICOS EN INGLES B1,28,No especificada
16337,TÉCNICO LABORAL EN POR COMPETENCIA EN PELUQUERIA,6,VENTAS Y SERVICIOS
16338,TÉCNICO LABORAL AGROINDUSTRIAL,11,VENTAS Y SERVICIOS
16339,TÉCNICO LABORAL EN NOMINA Y PRESTACIONES SOCIALES,18,FINANZAS Y ADMINISTRACIÓN
16340,CONOCIMIENTOS ACADÉMICOS EN INGLES AVANZADO C1 PARA UN MUNDO GLOBALIZADO,28,No especificada
16341,TECNICO LABORAL POR COMPETENCIAS EN SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16342,TÉCNICO LABORAL EN SOPORTE SISTEMAS E INFORMÁTICA,8,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16343,TÉCNICO LABORAL POR COMPETENCIAS EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,8,VENTAS Y SERVICIOS
16344,TÉCNICO LABORAL EN DEPORTES Y ENTRENAMIENTO FÍSICO,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16345,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
16346,TÉCNICO LABORAL EN AUXILIAR EN DISEÑO GRAFICO,22,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16347,TÉCNICO LABORAL EN SEGURIDAD OCUPACIONAL,19,VENTAS Y SERVICIOS
16348,CONOCIMIENTOS ACADÉMICOS EN TEOLOGIA BASICA,28,No especificada
16349,TÉCNICO LABORAL EN SERVICIOS TURISTICOS  Y HOTELEROS,4,VENTAS Y SERVICIOS
16350,TECNICO LABORAL EN AUXILIAR EN ENFERMERIA,13,SALUD
16351,TÉCNICO LABORAL CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16352,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16353,CONOCIMIENTOS ACADÉMICOS EN INGLES CONVERSACINAL PARA ADOLESCENTES NIVEL B1,28,No especificada
16355,TÉCNICO LABORAL AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16356,TÉCNICO LABORAL COMO ASISTENTE EN DESARROLLO DE SOFTWARE,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16357,TÉCNICO LABORAL COMO INSTRUCTOR EN PREPARACIÓN FÍSICA Y ENTRENAMIENTO DEPORTIVO,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16359,TÉCNICO LABORAL POR COMPETENCIA EN ASISTENTE TURISTICO,4,VENTAS Y SERVICIOS
16360,TÉCNICO LABORAL EN AUXILIAR LOGISTICA EMPRESARIAL,1,VENTAS Y SERVICIOS
16361,TÉCNICO LABORAL EN AUXILIAR DE RECURSOS HUMANOS,1,FINANZAS Y ADMINISTRACIÓN
16362,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE VETERINARIA Y ZOOTECNIA,23,VENTAS Y SERVICIOS
16363,CONOCIMIENTOS ACADÉMICOS EN FORMACIÓN ACADÉMICA EN CAPELLANÍA,28,No especificada
16365,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR EN SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16366,TÉCNICO LABORAL EN RECEPCIONISTA HOTEL,4,VENTAS Y SERVICIOS
16367,TÉCNICO LABORAL EN ASISTENTE CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16368,CONOCIMIENTOS ACADÉMICOS EN FRANCES NIVEL A1-A2,28,No especificada
16369,TÉCNICO LABORAL EN ALMACENAMIENTO Y BODEGAJE,25,FINANZAS Y ADMINISTRACIÓN
16370,TECNICO EN MANTENIMIENTO DE HARDWARE,27,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16371,TÉCNICO LABORAL EN ASISTENTE PREESCOLAR,17,VENTAS Y SERVICIOS
16372,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16374,TÉCNICO LABORAL EN CARPINTERIA EN ALUMINIO,3,VENTAS Y SERVICIOS
16375,TÉCNICO LABORAL EN SISTEMAS INFORMATICOS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16376,TECNICO LABORAL EN AUXILIAR MANTENIMIENTO DE EQUIPOS DE COMPUTO,27,VENTAS Y SERVICIOS
16377,TÉCNICO LABORAL EN AUXILIAR EN PREESCOLAR,17,VENTAS Y SERVICIOS
16378,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE DE COCINA,5,No especificada
16379,TÉCNICO LABORAL EN FORMACION AUXILIAR EN SERVICIOS FARMACEUTICOS,7,SALUD
16382,TÉCNICO LABORAL EN TURISMO RECEPTIVO EN PLAYAS,4,VENTAS Y SERVICIOS
16383,TÉCNICO LABORAL EN SEGURIDAD E HIGIENE INDUSTRIAL,11,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16384,TÉCNICO LABORAL EN ASISTENTE EN CONTADURIA SISTEMATIZADA,1,FINANZAS Y ADMINISTRACIÓN
16385,TÉCNICO LABORAL EN AUXILIAR EN SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16386,TÉCNICO LABORAL EN INSTALACIONES ELÉCTRICAS DOMICILIARIAS,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16387,TÉCNICO LABORALPOR COMPETENCIA EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
16388,INGLES 1,28,No especificada
16389,CONOCIMIENTOS ACADÉMICOS EN  INGLES B1  INTERMEDIO,28,No especificada
16391,CONOCIMIENTOS ACADÉMICOS EN APRESTAMIENTO: TRANSFORMANDO MI MUNDO,28,No especificada
16392,TECNICO LABORAL POR COMPETENCIAS COMO AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16393,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
16394,TÉCNICO LABORAL EN CUIDADO ESTÉTICO EN MANOS Y PIES,13,VENTAS Y SERVICIOS
16395,TECNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
16397,TÉCNICO LABORAL EN AUXILIAR EN DECORACIÓN DE ESPACIOS INTERIORES,3,VENTAS Y SERVICIOS
16398,TÉCNICO LABORAL EN AUXILIAR EN SALUD PÚBLICA,13,SALUD
16399,AUXILIAR EN SISTEMAS  INFORMÁTICOS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16400,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16401,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16402,TÉCNICO LABORAL POR COMPTENECIAS EN DIBUJO MECANICO Y DISEÑO DE MAQUINAS,22,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16403,TÉCNICO LABORAL POR COMPETENCIAS EN EXPRESIÓN PARA EL TEATRO,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16405,TÉCNICO LABORAL EN PANADERIA Y PASTELERIA INTERNACIONAL,5,VENTAS Y SERVICIOS
16406,CONOCIMIENTOS ACADEMICOS EN INGLÉS BASICO NIVEL A1 ACCESO,28,No especificada
16407,TÉCNICO LABORAL POR COMPETENCIAS EN MANICURE Y PEDICURE,3,VENTAS Y SERVICIOS
16408,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A1,28,No especificada
16409,TÉCNICO LABORAL POR COMPETENCIAS EN MANTENIMIENTO DE EQUIPOS DE COMPUTO,27,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16410,TÉCNICO LABORAL EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
16411,CONOCIMIENTOS ACADÉMICOS EN EL IDIOMA INGLES EN NIVEL B2,28,No especificada
16412,"TÉCNICO LABORAL EN EJECUCIÓN MUSICAL CON INSTRUMENTOS DE CUERDA, VIENTO Y PERCUSIÓN",21,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16414,CONOCIMIENTOS ACADÉMICOS EN FRANCÉS NIVEL B2,28,No especificada
16416,TECNICO LABORAL POR COMPETENCIAS EN REPARACION Y ENSAMBLE DE COMPUTADORES,27,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16417,AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16418,TECNICO LABORAL POR COMPETENCIAS EN SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16419,Técnico Laboral  en Peluqueria,6,VENTAS Y SERVICIOS
16420,TECNICO LABORAL EN INSTALACION DE REDES Y MANTENIMIENTO DE COMPUTADORES,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16421,TÉCNICO LABORAL EN AUXILIAR EN SERVICIOS FARMACÉUTICOS,7,SALUD
16423,TÉCNICO LABORAL EN ASESOR COMERCIAL,3,VENTAS Y SERVICIOS
16424,TÉCNICO LABORAL EN DIGITALIZADOR,1,FINANZAS Y ADMINISTRACIÓN
16425,TÉCNICO LABORAL EN AUXILIAR DE SUMINISTROS DE ALMACEN,25,FINANZAS Y ADMINISTRACIÓN
16426,TÉCNICO LABORAL EN AUXILIAR DE ARTES GRAFICAS,20,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16427,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCIÓN A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
16428,TÉCNICO LABORAL POR COMPETENCIAS EN GESTION PUBLICA,1,FINANZAS Y ADMINISTRACIÓN
16429,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
16431,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A2,28,No especificada
16432,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
16433,TÉCNICO LABORAL EN MECANICA Y ELECTRICIDAD DE MOTOCICLETAS,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16434,TECNICO LABORAL EN PANADERIA Y REPOSTERIA,5,VENTAS Y SERVICIOS
16436,CONOCIMIENTOS ACADÉMICOS EN FRANCES NIVEL A2,28,No especificada
16437,TÉCNICO LABORAL EN SECRETARIADO EJECUTIVO,1,FINANZAS Y ADMINISTRACIÓN
16438,TÉCNICO LABORAL EN COMPETENCIAS INDUSTRIA PARA LA COMUNICACION GRAFICA,28,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16439,TECNICO LABORAL POR COMPETENCIAS EN ASISTENCIA ADMINISTRATIVA,1,FINANZAS Y ADMINISTRACIÓN
16440,Conocimientos Académicos en Lengua Extranjera Inglés Avanzado B2,28,No especificada
16441,TÉCNICO LABORAL EN CONFECCIÓN DE MODA MASCULINA,3,VENTAS Y SERVICIOS
16442,TÉCNICO LABORAL EN AUXILIAR BILINGUE,3,VENTAS Y SERVICIOS
16443,TÉCNICO LABORAL EN GESTION HOTELERA,1,VENTAS Y SERVICIOS
16444,TECNICO LABORAL EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16446,TÉCNICO LABORAL POR COMPETENCIAS EN COCINA - CHEF,5,VENTAS Y SERVICIOS
16447,TÉCNICO LABORAL POR COMPETENCIAS EN MECANICA AUTOMOTRIZ,26,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16448,CONOCIMIENTOS ACADÉMICOS EN INGLÉS INDEPENDIENTE NIVEL B2,28,No especificada
16449,TECNICO LABORAL EBANISTERIA,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16450,TÉCNICO LABORAL EN PELUQUERIA,6,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16451,TÉCNICO LABORAL EN RECREACION Y DEPORTE,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16452,TÉCNICO LABORAL EN MAQUINARIA PESADA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16453,TÉCNICO LABORAL EN ASISTENTE VETERINARIO,3,VENTAS Y SERVICIOS
16454,TÉCNICO LABORAL EN MANTENIMIENTO DE AVIONES TLA,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16455,TECNICO LABORAL EN DISEÑO Y DESARROLLO DE PRODUCTOS EN CONFECCION INDUSTRIAL,8,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16456,TÉCNICO LABORAL EN ANÁLISIS  Y DISEÑOS EN MEDIOS INFORMÁTICOS,22,VENTAS Y SERVICIOS
16457,TÉCNICO LABORAL EN AUXILIAR EN SERVICIOS FARMACÉUTICOS,7,SALUD
16458,TÉCNICO LABORAL EN INSTALACIONES DE REDES DE COMPUTADORES,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16459,TECNICO LABORAL POR COMPETENCIAS EN PELUQUERIA Y BELLEZA,6,VENTAS Y SERVICIOS
16460,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16461,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON CONOCIMIENTOS EN TRATADOS DE LIBRE COMERCIO,1,FINANZAS Y ADMINISTRACIÓN
16464,CONOCIMIENTOS ACADÉMICOS EN EL IDIOMA EXTRANJERO INGLÉS KIDS BREAKTHROUGH,28,No especificada
16465,TÉCNICO LABORAL EN COCINA,5,VENTAS Y SERVICIOS
16466,TÉCNICO LABORAL EN PROCESOS CONTABLES Y FINANCIEROS,2,FINANZAS Y ADMINISTRACIÓN
16467,TÉCNICO LABORAL EN TRANSPORTE DE CARGA DE VEHÍCULOS AUTOMOTORES,25,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16469,TÉCNICO LABORAL EN RECURSOS HUMANOS,3,VENTAS Y SERVICIOS
16470,TECNICO LABORAL POR COMPETENCIAS EN PRODUCCION DE POZOS DE PETROLEO Y FACILIDADES DE SUPERFICIE,11,EXPLOTACIÓN PRIMARIA Y EXTRACTIVA
16471,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR DE NOMINA Y PRESTACIONES,1,FINANZAS Y ADMINISTRACIÓN
16472,CONOCIMIENTOS ACADÉMICOS EN ESPAÑOL PARA EXTRANJEROS NIVEL A2,28,No especificada
16473,TÉCNICO LABORAL EN MERCADERÍSTAS E IMPULSADORES,3,VENTAS Y SERVICIOS
16474,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A1,28,No especificada
16475,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16476,TECNICO LABORAL EN AUXILIAR EN COMERCIO EXTERIOR,27,FINANZAS Y ADMINISTRACIÓN
16477,TÉCNICO LABORAL EN AUXILIAR DE CONTABILIDAD Y FINANZAS,2,FINANZAS Y ADMINISTRACIÓN
16478,CONOCIMIENTOS ACADÉMICOS EN IDIOMA INGLES,28,No especificada
16479,TÉCNICO LABORAL EN AUXILIAR DE MERCADO,3,VENTAS Y SERVICIOS
16480,TÉCNICO LABORAL EN AUXILIAR EN INVESTIGACION JUDICIAL,16,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16481,TÉCNICO LABORAL EN TECNICO EN SANEAMIENTO AMBIENTAL,14,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16482,CONOCIMIENTOS ACADÉMICOS EN FRANCES NIVEL B2,28,No especificada
16483,TÉCNICO LABORAL EN COMPETENCIAS EN TELEINFORMATICA,8,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16484,TÉCNICO LABORAL EN SECRETARIADO CONTABLE SISTEMATIZADO,2,FINANZAS Y ADMINISTRACIÓN
16485,TÉCNICO LABORAL POR COMPETENCIAS EN SALVAMENTO Y RESCATE ACUATICO EN AGUAS CONFINADAS,19,VENTAS Y SERVICIOS
16486,TÉCNICO LABORAL POR COMPETENCIAS EN PELUQUERIA BARBERIA,6,No especificada
16487,AUXILIAR EN ENFERMERIA,13,SALUD
16488,TÉCNICO LABORAL EN SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16489,CONOCIMIENTOS ACADÉMICOS EN INGLES PRINCIPIANTES A1,28,No especificada
16490,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL AVANZADO B2,28,No especificada
16491,TÉCNICO LABORAL EN INVESTIGACIÓN CRIMINALÍSTICA Y JUDICIAL,3,VENTAS Y SERVICIOS
16492,TECNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16493,CONOCIMIENTOS ACADÉMICOS EN FORMACIÓN BILINGUE ESPECIALIDAD INGLES,28,No especificada
16495,ANALISIS Y PROGRAMACION DE COMPUTADORES,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16496,CONOCIMIENTOS ACADÉMICOS EN IDIOMA INGLES,28,No especificada
16497,CONOCIMIENTOS ACADÉMICOS EN INGLÉS BREAKTHOUGH A1 SEMI- INTENSIVO,28,No especificada
16498,TÉCNICO LABORAL EN INFORMATICA Y MANTENIMIENTO DE COMPUTADORES,8,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16499,TÉCNICO AUXILIAR EN SALUD ORAL,28,No especificada
16500,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
16501,ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16504,TECNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
16505,VENTA DE PRODUCTOS Y SERVICIOS,7,VENTAS Y SERVICIOS
16506,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
16507,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL BASICO A2,28,No especificada
16508,CONOCIMIENTOS ACADÉMICOS EN TEOLOGIA,28,No especificada
16509,TÉCNICO LABORAL EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16510,METODOLOGIA PRACTICA PARA DOCENTES DE INGLES,16,No especificada
16511,TÉCNICO LABORAL COMO AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16512,TÉCNICO LABORAL EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
16514,CONOCIMIENTOS ACADÉMICOS EN LENGUA EXTRANJERA INGLÉS NIVEL A2,28,No especificada
16516,CONOCIMIENTOS ACADÉMICOS EN INGLÉS A2,28,No especificada
16517,TECNICO LABORAL EN AUXILIAR EN ENFERMERIA,13,SALUD
16518,TÉCNICO LABORAL EN MANTENIMIENTO DE EQUIPOS ELECTRONICOS,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16519,TECNICO LABORAL EN ASISTENCIA SOCIAL Y COMUNITARIA,18,VENTAS Y SERVICIOS
16520,CONOCIMIENTOS ACADÉMICOS EN FRANCÉS NIVEL B1,28,No especificada
16521,TÉCNICO LABORAL INVESTIGADOR CRIMINALÍSTICO Y JUDICIAL,3,VENTAS Y SERVICIOS
16522,TÉCNICO LABORAL EN SALUD OCUPACIONAL,3,VENTAS Y SERVICIOS
16523,CONOCIMIENTOS ACADÉMICOS EN COMPOSICION DE MUSICA PARA CINE Y TELEVISION,21,No especificada
16524,TÉCNICO LABORAL EN INGLES COMUNICATIVO,28,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16525,TÉCNICO LABORAL EN CUIDADO ESTÉTICO DE MANOS Y PIES,13,VENTAS Y SERVICIOS
16527,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
16528,TÉCNICO LABORAL EN CONTABLE Y FINANCIERA,2,FINANZAS Y ADMINISTRACIÓN
16529,CONOCIMIENTOS ACADÉMICOS EN COMPETENCIA EN INGLES NIVEL BASICO Y MEDIO,28,No especificada
16530,"DESARROLLO DE COMPETENCIAS COMUNICATIVAS EN EL NIVEL A1,   DEL MARCO COMUN EUROPEO",8,No especificada
16531,TÉCNICO LABORAL EN  MANTENIMIENTO DE HARDWARE,27,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
16532,TÉCNICO LABORAL EN AUXILIAR DE TALENTO HUMANO,3,VENTAS Y SERVICIOS
16533,TÉCNICO LABORAL COMO AUXILIAR EN INVESTIGACIÓN JUDICIAL,16,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16535,TÉCNICO LABORAL EN ASESOR COMERCIAL,3,VENTAS Y SERVICIOS
16536,CONOCIMIENTOS ACADEMICOSS EN  LENGUA EXTRANJERA INGLES,28,No especificada
16537,TÉCNICO LABORAL POR COMPETENCIAS EN COSMETOLOGIA Y ESTETICA INTEGRAL,6,VENTAS Y SERVICIOS
16538,TÉCNICO LABORAL EN,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16539,TECNICO LABORAL EN MAQUILLAJE ARTISTICO,6,VENTAS Y SERVICIOS
16541,TÉCNICO LABORAL POR COMPETENCIAS AUXILIAR DE  SERVICIOS MINERO ENERGETICOS,7,EXPLOTACIÓN PRIMARIA Y EXTRACTIVA
16542,TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,19,VENTAS Y SERVICIOS
16543,CONOCIMIENTOS ACADÉMICOS EN EL IDIOMA INGLÉS NIVEL B 1,28,No especificada
16544,TÉCNICO LABORAL EN ATENCIÓN INTEGRAL  A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
16545,CONOCIMIENTOS ACADÉMICOS EN INGLÉS PARA FINANZAS (B2),28,No especificada
16546,DESARROLLO DE HABILIDADES EN LENGUA EXTRANJERA INGLES,8,No especificada
16547,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
16548,TÉCNICO LABORAL EN DESARROLLO DE VÍDEO JUEGOS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16550,PELUQUERIA,6,VENTAS Y SERVICIOS
16551,TÉCNICO LABORAL EN ELECTRICIDAD DOMICILIARIA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
16552,CONOCIMIENTOS ACADÉMICOS  LENGUA INGLESA NIVEL B1,28,No especificada
16553,CONOCIMIENTOS ACADÉMICOS  LENGUA INGLESA NIVEL B2,28,No especificada
16554,TÉCNICO LABORAL COMO ASISTENTE EN DISEÑO GRÁFICO,22,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
16555,TÉCNICO LABORAL EN ATENCIÓN A LA PRIMERA INFANCIA,17,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16556,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A1,28,No especificada
16557,SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16558,AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
16559,TÉCNICO LABORAL EN CONTABILIDAD Y FINANZAS,2,FINANZAS Y ADMINISTRACIÓN
16560,TÉCNICO LABORAL EN CONSULTOR DE BELLEZA,6,VENTAS Y SERVICIOS
16561,TÉCNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
16562,TÉCNICO LABORAL EN BARBERIA Y ESTILISMO,6,VENTAS Y SERVICIOS
16563,TÉCNICO LABORAL EN SEGURIDAD Y SALUD EN EL TRABAJO,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
16564,CONOCIMIENTOS ACADÉMICOS EN DESARROLLO.NET,8,No especificada
16565,TÉCNICO LABORAL POR COMPETENCIAS ASISTENTE DE SERVICIOS SOCIAL Y COMUNITARIO,7,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
16566,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A1 Y A2,28,No especificada
16567,TÉCNICO LABORAL EN CUIDADO ESTÉTICO DE MANOS Y PIES,13,VENTAS Y SERVICIOS
16568,TÉCNICO LABORAL AUXILIAR EN ATENCIÓN DE EMERGENCIAS Y DESASTRES,3,VENTAS Y SERVICIOS
