id_programa,nombre_programa
5913,TECNÓLOGO EN DISEÑO INDUSTRIAL
5914,TECNÓLOGO EN DISEÑO PARA LA COMUNICACIÓN GRÁFICA
5915,TECNÓLOGO EN DISEÑO PARA LA INDUSTRIA DE LA MODA
5916,TECNÓLOGO EN DISEÑO PARA PROYECTOS WEB
5917,TECNÓLOGO EN DISEÑO POR COMPUTADOR
5918,TECNÓLOGO EN DISEÑO PUBLICITARIO
5919,TECNÓLOGO EN DISEÑO Y ANIMACIÓN GRAFICA
5920,TECNÓLOGO EN DISEÑO Y ANIMACIÓN GRÁFICA
5921,TECNÓLOGO EN DISEÑO Y DESARROLLO DE PRODUCTO ARTESANAL
5922,TECNÓLOGO EN DISEÑO Y DESARROLLO DE PRODUCTOS MANUFACTURADOS
5923,TECNÓLOGO EN DISEÑO Y DESARROLLO DE SOFTWARE
5924,TECNÓLOGO EN DISEÑO Y DESARROLLO WEB
5925,TECNÓLOGO EN DISEÑO Y PATRONAJE DE MODAS
5926,TECNÓLOGO EN DISTRIBUCIÓN FÍSICA INTERNACIONAL
5927,TECNÓLOGO EN ECOLOGÌA Y TURISMO
5928,TECNÓLOGO EN ECOLOGÍA Y TURISMO
5929,TECNÓLOGO EN EDICIÓN PARA TELEVISIÓN
5930,TECNÓLOGO EN EJECUCIÓN INSTRUMENTAL SINFÓNICA
5931,TECNÓLOGO EN ELECTRICIDAD DE MEDIA Y BAJA TENSIÓN
5932,TECNÓLOGO EN ELECTRICIDAD INDUSTRIAL
5933,TECNÓLOGO EN ELECTROMECÁNICA
5934,TECNÓLOGO EN ELECTRÓNICA
5935,TECNÓLOGO EN ELECTRÓNICA INDUSTRIAL
5936,TECNÓLOGO EN EN GESTIÓN DE MERCADOS
5937,TECNÓLOGO EN EN PROCESOS BIOTECNOLÓGICOS APLICADOS A LA INDUSTRIA
5938,TECNÓLOGO EN ENTRENAMIENTO DEL  FÚTBOL
5939,TECNÓLOGO EN ENTRENAMIENTO DEPORTIVO
5940,TECNÓLOGO EN ENTRENAMIENTO DEPORTIVO EN FÚTBOL
5941,TECNÓLOGO EN ENTRENAMIENTO Y GESTIÓN MILITAR
5942,TECNÓLOGO EN ESCRITURA PARA PRODUCTOS AUDIOVISUALES
5943,TECNÓLOGO EN ESTUDIOS GEOTÉCNICOS
5944,TECNÓLOGO EN FINANZAS
5945,TECNÓLOGO EN FINANZAS Y SISTEMAS CONTABLES
5946,TECNÓLOGO EN FOTOGRAFÍA E IMAGEN DIGITAL
5947,TECNÓLOGO EN FOTOGRAFÍA Y PRODUCCIÓN DIGITAL.
5948,TECNÓLOGO EN GASTRONOMIA
5949,TECNÓLOGO EN GASTRONOMÍA
5950,TECNÓLOGO EN GASTRONOMÍA Y ARTE CULINARIO
5951,TECNÓLOGO EN GASTRONOMÍA Y SOMMELIER
5952,TECNÓLOGO EN GESTION AERONÁUTICA
5953,TECNÓLOGO EN GESTION BANCARIA Y DE ENTIDADES FINANCIERAS
5954,TECNÓLOGO EN GESTION CONTABLE Y FINANCIERA
5955,TECNÓLOGO EN GESTION DE COMERCIO INTERNACIONAL
5956,TECNÓLOGO EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO
5957,TECNÓLOGO EN GESTION DE MERCADEO INTERNACIONAL
5958,TECNÓLOGO EN GESTION DE MERCADOS
5959,TECNÓLOGO EN GESTION DE NEGOCIOS FORESTALES
5960,TECNÓLOGO EN GESTION DE PROCESOS INDUSTRIALES
5961,TECNÓLOGO EN GESTION DE PRODUCCION Y CALIDAD
5962,TECNÓLOGO EN GESTION DE PROYECTOS DE DESARROLLO ECONOMICO Y SOCIAL
5963,TECNÓLOGO EN GESTION DE RECURSOS EN PLANTAS DE PRODUCCION
5964,TECNÓLOGO EN GESTION DE RECUSOS NATURALES
5965,TECNÓLOGO EN GESTION DEL CICLO DE VIDA DEL PRODUCTO
5966,TECNÓLOGO EN GESTION DEL MANTENIMIENTO ELECTROMECÁNICO
5967,TECNÓLOGO EN GESTION EMPRESARIAL
5968,TECNÓLOGO EN GESTION INTEGRAL DEL  RIESGO EN SEGUROS
5969,TECNÓLOGO EN GESTION INTEGRAL EN FONDOS DE PENSIONES  Y CESANTIAS
5970,TECNÓLOGO EN GESTION LOGÍSTICA
5971,TECNÓLOGO EN GESTION NAVIERA Y PORTUARIA
5972,TECNÓLOGO EN GESTIÓN  AGROINDUSTRIAL
5973,TECNÓLOGO EN GESTIÓN  DE SERVICIOS GASTRONÓMICOS
5974,TECNÓLOGO EN GESTIÓN  DEL DISEÑO TEXTIL  Y DE MODAS
5975,TECNÓLOGO EN GESTIÓN  DEL MANTENIMIENTO DE MAQUINARIA PESADA
5976,TECNÓLOGO EN GESTIÓN ADMINISTRATIVA
5977,TECNÓLOGO EN GESTIÓN ADMINISTRATIVA DE LA SEGURIDAD SOCIAL
5978,TECNÓLOGO EN GESTIÓN AGROFORESTAL
5979,TECNÓLOGO EN GESTIÓN AGROFORESTAL POR CICLOS PROPEDÉUTICOS
5980,TECNÓLOGO EN GESTIÓN AGROINDUSTRIAL
5981,TECNÓLOGO EN GESTIÓN AGROPECUARIA SOSTENIBLE
5982,TECNÓLOGO EN GESTIÓN AMBIENTAL
5983,TECNÓLOGO EN GESTIÓN BANCARIA Y DE INVERSIÓN FINANCIERA
5984,TECNÓLOGO EN GESTIÓN BANCARIA Y FINANCIERA
5985,TECNÓLOGO EN GESTIÓN BIBLIOTECARIA
5986,TECNÓLOGO EN GESTIÓN COMERCIAL
5987,TECNÓLOGO EN GESTIÓN COMERCIAL Y FINANCIERA
5988,TECNÓLOGO EN GESTIÓN COMERCIAL Y PUBLICITARIA
5989,TECNÓLOGO EN GESTIÓN COMUNICATIVA Y DE MERCADOS
5990,TECNÓLOGO EN GESTIÓN COMUNITARIA
5991,TECNÓLOGO EN GESTIÓN CONTABLE
5992,TECNÓLOGO EN GESTIÓN CONTABLE  Y FINANCIERA
5993,TECNÓLOGO EN GESTIÓN CONTABLE E INFORMACIÓN FINANCIERA
5994,TECNÓLOGO EN GESTIÓN CONTABLE Y DE COSTOS
5995,TECNÓLOGO EN GESTIÓN CONTABLE Y DE INFORMACIÓN FINANCIERA
5996,TECNÓLOGO EN GESTIÓN CONTABLE Y FINANCIERA
5997,TECNÓLOGO EN GESTIÓN CONTABLE Y TRIBUTARIA
5998,TECNÓLOGO EN GESTIÓN DE  INFORMACIÓN EN SALUD
5999,TECNÓLOGO EN GESTIÓN DE  MERCADEO Y ESTRATEGIAS COMERCIALES
6000,TECNÓLOGO EN GESTIÓN DE  SISTEMAS
6001,TECNÓLOGO EN GESTIÓN DE AEROLÍNEAS Y AGENCIAS DE VIAJES
6002,TECNÓLOGO EN GESTIÓN DE BIONEGOCIOS
6003,TECNÓLOGO EN GESTIÓN DE CALIDAD SEGURIDAD SALUD OCUPACIONAL Y AMBIENTE
6004,TECNÓLOGO EN GESTIÓN DE CENTROS DE SERVICIO
6005,TECNÓLOGO EN GESTIÓN DE COMERCIO EXTERIOR
6006,TECNÓLOGO EN GESTIÓN DE COMERCIO INTERNACIONAL
6007,TECNÓLOGO EN GESTIÓN DE COMERCIO INTERNACIONAL Y FINANZAS
6008,TECNÓLOGO EN GESTIÓN DE CONTENDOS GRÁFICOS PUBLICITARIOS
6009,TECNÓLOGO EN GESTIÓN DE CONTENIDOS PARA LA INTERACCIÓN DIGITAL
6010,TECNÓLOGO EN GESTIÓN DE DERECHOS HUMANOS PAZ Y RESOLUCIÓN DE CONFLICTOS
6011,TECNÓLOGO EN GESTIÓN DE DESTINOS TURÍSTICOS
6012,TECNÓLOGO EN GESTIÓN DE DISEÑO MULTIMEDIAL Y ANIMACIÓN
6013,TECNÓLOGO EN GESTIÓN DE EMPRESAS
6014,TECNÓLOGO EN GESTIÓN DE EMPRESAS AGROPECUARIAS
6015,TECNÓLOGO EN GESTIÓN DE EMPRESAS ECOTURISTICAS
6016,TECNÓLOGO EN GESTIÓN DE EMPRESAS TURISTICAS Y HOTELERAS
6017,TECNÓLOGO EN GESTIÓN DE EMPRESAS TURÍSTICAS
6018,TECNÓLOGO EN GESTIÓN DE EXPORTACIÓN E IMPORTACIÓN DE PRODUCTOS DE MANUFACTURA
6019,TECNÓLOGO EN GESTIÓN DE FABRICACIÓN MECÁNICA
6020,TECNÓLOGO EN GESTIÓN DE FINANZAS Y COMERCIO INTERNACIONAL
6021,TECNÓLOGO EN GESTIÓN DE INFRAESTRUCTURAS DE TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIONES
6022,TECNÓLOGO EN GESTIÓN DE LA CALIDAD
6023,TECNÓLOGO EN GESTIÓN DE LA COMUNICACIÓN EN MEDIOS
6024,TECNÓLOGO EN GESTIÓN DE LA COMUNICACIÓN EN MEDIOS Y ORGANIZACIONES
6025,TECNÓLOGO EN GESTIÓN DE LA CONSTRUCCIÓN
6026,TECNÓLOGO EN GESTIÓN DE LA CONSTRUCCIÓN DE PROYECTOS ARQUITECTÓNICOS
6027,TECNÓLOGO EN GESTIÓN DE LA EMPRESA AGRÍCOLA
6028,TECNÓLOGO EN GESTIÓN DE LA EMPRESA CAFETERA
6029,TECNÓLOGO EN GESTIÓN DE LA MODA
6030,TECNÓLOGO EN GESTIÓN DE LA PRODUCCIÓN AGRICOLA
6031,TECNÓLOGO EN GESTIÓN DE LA PRODUCCIÓN AGROINDUSTRIAL
6032,TECNÓLOGO EN GESTIÓN DE LA PRODUCCIÓN AGRÍCOLA ECOLÓGICA
6033,TECNÓLOGO EN GESTIÓN DE LA PRODUCCIÓN INDUSTRIAL
6034,TECNÓLOGO EN GESTIÓN DE LA PRODUCCIÓN MULTIMEDIA
6035,TECNÓLOGO EN GESTIÓN DE LA PROPIEDAD HORIZONTAL
6036,TECNÓLOGO EN GESTIÓN DE LA RECREACIÓN Y EL DEPORTE
6037,TECNÓLOGO EN GESTIÓN DE LA SEGURIDAD E HIGIENE LABORAL
6038,TECNÓLOGO EN GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO
6039,TECNÓLOGO EN GESTIÓN DE LOGÍSTICA EMPRESARIAL
6040,TECNÓLOGO EN GESTIÓN DE LOS NEGOCIOS INTERNACIONALES EN ENTORNOS DIGITALES
6041,TECNÓLOGO EN GESTIÓN DE MANTENIMIENTO INDUSTRIAL
6042,TECNÓLOGO EN GESTIÓN DE MERCADEO
6043,TECNÓLOGO EN GESTIÓN DE MERCADEO DIGITAL
6044,TECNÓLOGO EN GESTIÓN DE MERCADEO Y PUBLICIDAD
6045,TECNÓLOGO EN GESTIÓN DE MERCADOS
6046,TECNÓLOGO EN GESTIÓN DE MERCADOTECNIA
6047,TECNÓLOGO EN GESTIÓN DE MERCADOTECNIA Y PUBLICIDAD
6048,TECNÓLOGO EN GESTIÓN DE NEGOCIOS
6049,TECNÓLOGO EN GESTIÓN DE NEGOCIOS FIDUCIARIOS
6050,TECNÓLOGO EN GESTIÓN DE NEGOCIOS INTERNACIONALES
6051,TECNÓLOGO EN GESTIÓN DE OPERACIONES INDUSTRIALES
6052,TECNÓLOGO EN GESTIÓN DE PLANTACIONES DE CACAO
6053,TECNÓLOGO EN GESTIÓN DE PLANTACIONES DE PALMA DE ACEITE
6054,TECNÓLOGO EN GESTIÓN DE PLANTACIONES FORESTALES.
6055,TECNÓLOGO EN GESTIÓN DE PROCESOS ADMINISTRATIVOS
6056,TECNÓLOGO EN GESTIÓN DE PROCESOS ADMINISTRATIVOS DE SALUD
6057,TECNÓLOGO EN GESTIÓN DE PROCESOS AUDIOVISUALES
6058,TECNÓLOGO EN GESTIÓN DE PROCESOS DE CALIDAD
6059,TECNÓLOGO EN GESTIÓN DE PROCESOS DE MANUFACTURA
6060,TECNÓLOGO EN GESTIÓN DE PROCESOS DE PREPRENSA PARA MEDIOS
6061,TECNÓLOGO EN GESTIÓN DE PROCESOS INDUSTRIALES
6062,TECNÓLOGO EN GESTIÓN DE PROCESOS LOGÍSTICOS
6063,TECNÓLOGO EN GESTIÓN DE PROCESOS LOGÍSTICOS.
6064,TECNÓLOGO EN GESTIÓN DE PROCESOS PRODUCTIVOS Y ADMINISTRATIVOS
6065,TECNÓLOGO EN GESTIÓN DE PRODUCCIÓN Y TRANSFORMACIÓN DEL ACERO
6066,TECNÓLOGO EN GESTIÓN DE PRODUCTOS Y EMPRESAS DE ARTESANIAS
6067,TECNÓLOGO EN GESTIÓN DE PROYECTOS AGROECOLÓGICOS
6068,TECNÓLOGO EN GESTIÓN DE PROYECTOS DE DESARROLLO ECONÓMICO Y SOCIAL
6069,TECNÓLOGO EN GESTIÓN DE PROYECTOS URBANÍSTICOS
6070,TECNÓLOGO EN GESTIÓN DE PUBLICIDAD Y MEDIOS DIGITALES
6071,TECNÓLOGO EN GESTIÓN DE RECURSOS EN PLANTAS DE PRODUCCIÓN
6072,TECNÓLOGO EN GESTIÓN DE RECURSOS HUMANOS
6073,TECNÓLOGO EN GESTIÓN DE RECURSOS MINERO ENERGÉTICOS
6074,TECNÓLOGO EN GESTIÓN DE RECURSOS NATURALES
6075,TECNÓLOGO EN GESTIÓN DE REDES DE ACCESO DE TELECOMUNICACIONES
6076,TECNÓLOGO EN GESTIÓN DE REDES DE DATOS
6077,TECNÓLOGO EN GESTIÓN DE REDES DE DATOS Y SISTEMAS INFORMÁTICOS
6078,TECNÓLOGO EN GESTIÓN DE REDES DE TELECOMUNICACIONES
6079,TECNÓLOGO EN GESTIÓN DE REDES Y COMUNICACIONES
6080,TECNÓLOGO EN GESTIÓN DE SALUD OCUPACIONAL SEGURIDAD Y MEDIO AMBIENTE
6081,TECNÓLOGO EN GESTIÓN DE SEGURIDAD EN REDES DE COMPUTADORES
6082,TECNÓLOGO EN GESTIÓN DE SEGURIDAD VIAL
6083,TECNÓLOGO EN GESTIÓN DE SEGURIDAD Y SALUD EN EL TRABAJO
6084,TECNÓLOGO EN GESTIÓN DE SEGUROS
6085,TECNÓLOGO EN GESTIÓN DE SERVICIO Y BEBIDAS
6086,TECNÓLOGO EN GESTIÓN DE SERVICIOS DE SALUD
6087,TECNÓLOGO EN GESTIÓN DE SERVICIOS HOTELEROS
6088,TECNÓLOGO EN GESTIÓN DE SERVICIOS HOTELEROS Y TURÍSTICOS
6089,TECNÓLOGO EN GESTIÓN DE SERVICIOS PARA AEROLÍNEAS
6090,TECNÓLOGO EN GESTIÓN DE SERVICIOS TURÍSTICOS
6091,TECNÓLOGO EN GESTIÓN DE SISTEMAS DE INFORMACIÓN Y REDES DE COMPUTO
6092,TECNÓLOGO EN GESTIÓN DE SISTEMAS INFORMÁTICOS
6093,TECNÓLOGO EN GESTIÓN DE SISTEMAS INFORMÁTICOS EMPRESARIALES
6094,TECNÓLOGO EN GESTIÓN DE SISTEMAS LOGÍSTICOS
6095,TECNÓLOGO EN GESTIÓN DE TIC
6096,TECNÓLOGO EN GESTIÓN DE TURISMO Y HOTELES
6097,TECNÓLOGO EN GESTIÓN DE VENTAS Y NEGOCIOS
6098,TECNÓLOGO EN GESTIÓN DEL COMERCIO EXTERIOR
6099,TECNÓLOGO EN GESTIÓN DEL DISEÑO GRÁFICO
6100,TECNÓLOGO EN GESTIÓN DEL TALENTO HUMANO
6101,TECNÓLOGO EN GESTIÓN DEL TERRITORIO Y ORGANIZACIONES
6102,TECNÓLOGO EN GESTIÓN DEL TURISMO DE NATURALEZA
6103,TECNÓLOGO EN GESTIÓN DEL TURISMO SOSTENIBLE
6104,TECNÓLOGO EN GESTIÓN DEPORTIVA
6105,TECNÓLOGO EN GESTIÓN ECOTURÍSTICA Y HOTELERA
6106,TECNÓLOGO EN GESTIÓN EFICIENTE DE LA ENERGÍA.
6107,TECNÓLOGO EN GESTIÓN EMPRESARIAL
6108,TECNÓLOGO EN GESTIÓN EN COMUNIDADES ETNICAS DE PROYECTOS AGROPECUARIOS SOSTENIBLES
6109,TECNÓLOGO EN GESTIÓN EN DISEÑO DE MODA
6110,TECNÓLOGO EN GESTIÓN FINANCIERA
6111,TECNÓLOGO EN GESTIÓN FINANCIERA Y DE RECURSOS DE LA SALUD
6112,TECNÓLOGO EN GESTIÓN FINANCIERA Y DE TESORERÍA
6113,TECNÓLOGO EN GESTIÓN GASTRONOMICA
6114,TECNÓLOGO EN GESTIÓN GASTRONÓMICA
6115,TECNÓLOGO EN GESTIÓN GASTRONÓMICA Y SOMMELIER
6116,TECNÓLOGO EN GESTIÓN HOTELERA
6117,TECNÓLOGO EN GESTIÓN HOTELERA Y DE SERVICIOS
6118,TECNÓLOGO EN GESTIÓN HUMANA
6119,TECNÓLOGO EN GESTIÓN INFORMÁTICA
6120,TECNÓLOGO EN GESTIÓN INTEGRADA DE LA CALIDAD MEDIO AMBIENTE SEGURIDAD Y SALUD OCUPACIONAL
6121,TECNÓLOGO EN GESTIÓN INTEGRADA DE LA CALIDAD MEDIO AMBIENTE SEGURIDAD Y SALUD OCUPACIONAL.
6122,TECNÓLOGO EN GESTIÓN INTERNACIONAL DEL COMERCIO
6123,TECNÓLOGO EN GESTIÓN JUDICIAL Y CRIMINALÍSTICA
6124,TECNÓLOGO EN GESTIÓN LOGÍSTICA
6125,TECNÓLOGO EN GESTIÓN LOGÍSTICA DEL COMERCIO EXTERIOR
6126,TECNÓLOGO EN GESTIÓN LOGÍSTICA EMPRESARIAL
6127,TECNÓLOGO EN GESTIÓN LOGÍSTICA INTEGRAL
6128,TECNÓLOGO EN GESTIÓN LOGÍSTICA INTERNACIONAL
6129,TECNÓLOGO EN GESTIÓN LOGÍSTICA NACIONAL E INTERNACIONAL
6130,TECNÓLOGO EN GESTIÓN LOGÍSTICA PORTUARIA
6131,TECNÓLOGO EN GESTIÓN LOGÍSTICA PORTUARIA Y ADUANERA
6132,TECNÓLOGO EN GESTIÓN LOGÍSTICA Y DISTRIBUCIÓN DE PRODUCTOS MANUFACTURADOS
6133,TECNÓLOGO EN GESTIÓN LOGÍSTICA.
6134,TECNÓLOGO EN GESTIÓN MINERA
6135,TECNÓLOGO EN GESTIÓN MINERO AMBIENTAL
6136,TECNÓLOGO EN GESTIÓN PARA EL DESARROLLO DEL TURISMO
6137,TECNÓLOGO EN GESTIÓN PARA EL SUMINISTRO DE GASES COMBUSTIBLES Y NO COMBUSTIBLES
6138,TECNÓLOGO EN GESTIÓN PARA PROYECTOS WEB
6139,TECNÓLOGO EN GESTIÓN PORTUARIA
6140,TECNÓLOGO EN GESTIÓN PÚBLICA
6141,TECNÓLOGO EN GESTIÓN PÚBLICA TERRITORIAL
6142,TECNÓLOGO EN GESTIÓN TRIBUTARIA Y FINANCIERA
6143,TECNÓLOGO EN GESTIÓN TURÍSTICA
6144,TECNÓLOGO EN GESTIÓN TURÍSTICA Y DESARROLLO LOCAL
6145,TECNÓLOGO EN GESTIÓN TURÍSTICA Y HOTELERA
6146,TECNÓLOGO EN GESTIÓN Y ADMINISTRACIÓN AGRÍCOLA
6147,TECNÓLOGO EN GESTIÓN Y AUDITORIA ADMINISTRATIVA
6148,TECNÓLOGO EN GESTIÓN Y CONFIGURACIÓN DE REDES
6149,TECNÓLOGO EN GESTIÓN Y CONSTRUCCIÓN DE OBRAS CIVILES
6150,TECNÓLOGO EN GESTIÓN Y EJECUCIÓN INSTRUMENTAL PARA LAS PRÁCTICAS MUSICALES
6151,TECNÓLOGO EN GESTIÓN Y PRODUCCIÓN CREATIVA PARA LAS PRÁCTICAS VISUALES
6152,TECNÓLOGO EN GESTIÓN Y PRODUCCIÓN HORTÍCOLA
6153,TECNÓLOGO EN GESTIÓN Y REALIZACIÓN DE CONTENIDOS AUDIOVISUALES
6154,TECNÓLOGO EN GOBIERNO LOCAL
6155,TECNÓLOGO EN GRABACIÓN EDICIÓN Y MEZCLA DE VOCES Y DOBLAJES PARA MEDIOS AUDIOVISUALES
6156,TECNÓLOGO EN GUIANZA TURÍSTICA
6157,TECNÓLOGO EN HIGIENE Y SEGURIDAD OCUPACIONAL
6158,TECNÓLOGO EN HORTICULTURA
6159,TECNÓLOGO EN ILUMINACIÓN SOPORTE Y ELECTRICIDAD PARA CINE Y TELEVISIÓN
6160,TECNÓLOGO EN ILUSTRACIÓN PARA PRODUCCIONES AUDIOVISUALES
6161,TECNÓLOGO EN ILUSTRACIÓN PARA PRODUCTOS EDITORIALES MULTIMEDIALES
6162,TECNÓLOGO EN IMPLEMENTACION Y GESTION DE SERVICIOS EN REDES
6163,TECNÓLOGO EN IMPLEMENTACIÓN DE INFRAESTRUCTURA DE TECNOLOGIAS DE LA INFORMACIÓN Y LAS COMUNICACIONES.
6164,TECNÓLOGO EN IMPLEMENTACIÓN DE INFRAESTRUCTURA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES
6165,TECNÓLOGO EN IMPLEMENTACIÓN DE SISTEMAS ELECTRÓNICOS INDUSTRIALES
6166,TECNÓLOGO EN INFORMATICA
6167,TECNÓLOGO EN INFORMÁTICA
6168,TECNÓLOGO EN INFORMÁTICA FORENSE
6169,TECNÓLOGO EN INSTALACIONES HIDRÁULICAS SANITARIAS Y DE GAS
6170,TECNÓLOGO EN INTELIGENCIA DE MERCADOS
6171,TECNÓLOGO EN INTERIORISMO E INTERVENCIÓN DE ESPACIOS
6172,TECNÓLOGO EN INTERIORISMO SOSTENIBLE
6173,TECNÓLOGO EN INTERIORISMO Y DECORACIÓN DE ESPACIOS
6174,TECNÓLOGO EN INTERVENCIÓN DE ESPACIOS Y AMBIENTES
6175,TECNÓLOGO EN INVESTIGACIÓN CRIMINAL
6176,TECNÓLOGO EN INVESTIGACIÓN CRIMINAL Y CIENCIAS FORENSES
6177,TECNÓLOGO EN INVESTIGACIÓN CRIMINAL Y CRIMINALÍSTICA
6178,TECNÓLOGO EN INVESTIGACIÓN CRIMINAL Y JUDICIAL
6179,TECNÓLOGO EN INVESTIGACIÓN CRIMINALÍSTICA Y JUDICIAL
6180,TECNÓLOGO EN INVESTIGACIÓN DE ACCIDENTES DE TRÁNSITO
6181,TECNÓLOGO EN INVESTIGACIÓN JUDICIAL
6182,TECNÓLOGO EN JOYERÍA
6183,TECNÓLOGO EN LABORATORIO DE REHABILITACIÓN DENTAL
6184,TECNÓLOGO EN LEVANTAMIENTOS TOPOGRÁFICOS
6185,TECNÓLOGO EN LOGISTICA
6186,TECNÓLOGO EN LOGÍSTICA
6187,TECNÓLOGO EN LOGÍSTICA DE ALMACENAJE E INVENTARIOS
6188,TECNÓLOGO EN LOGÍSTICA DE SERVICIOS EMPRESARIALES
6189,TECNÓLOGO EN LOGÍSTICA DE TRANSPORTE
6190,TECNÓLOGO EN LOGÍSTICA DEL COMERCIO EXTERIOR
6191,TECNÓLOGO EN LOGÍSTICA DEL TRANSPORTE INTENACIONAL DE MERCANCÍAS
6192,TECNÓLOGO EN LOGÍSTICA INDUSTRIAL
6193,TECNÓLOGO EN LOGÍSTICA INTERNACIONAL
6194,TECNÓLOGO EN MANEJO DE FUENTES ABIERTAS DE USO DIAGNÓSTICO Y TERAPÉUTICO
6195,TECNÓLOGO EN MANEJO DE GESTIÓN AMBIENTAL
6196,TECNÓLOGO EN MANEJO RECURSOS AMBIENTALES
6197,TECNÓLOGO EN MANEJO Y APROVECHAMIENTO DE RESIDUOS SÓLIDOS
6198,TECNÓLOGO EN MANTENIMIENTO DE AVIONES
6199,TECNÓLOGO EN MANTENIMIENTO DE EQUIPO BIOMÉDICO
6200,TECNÓLOGO EN MANTENIMIENTO DE EQUIPOS DE CÓMPUTO DISEÑO E INSTALACIÓN DE CABLEADO ESTRUCTURADO
6201,TECNÓLOGO EN MANTENIMIENTO DE MAQUINAS Y HERRAMIENTAS ASOCIADAS A MINERÍA
6202,TECNÓLOGO EN MANTENIMIENTO ELECTROMECANICO INDUSTRIAL
6203,TECNÓLOGO EN MANTENIMIENTO ELECTROMECÁNICO DE EQUIPOS INDUSTRIALES
6204,TECNÓLOGO EN MANTENIMIENTO ELECTROMECÁNICO INDUSTRIAL
6205,TECNÓLOGO EN MANTENIMIENTO ELECTRÓNICO E INSTRUMENTAL INDUSTRIAL
6206,TECNÓLOGO EN MANTENIMIENTO ELECTRÓNICO E INSTRUMENTAL INDUSTRIAL.
6207,TECNÓLOGO EN MANTENIMIENTO INDUSTRIAL
6208,TECNÓLOGO EN MANTENIMIENTO MECANICO INDUSTRIAL
6209,TECNÓLOGO EN MANTENIMIENTO MECATRÓNICO  DE AUTOMOTORES
6210,TECNÓLOGO EN MANTENIMIENTO MECATRÓNICO DE AUTOMOTORES
6211,TECNÓLOGO EN MANTENIMIENTO MECÁNICO INDUSTRIAL
6212,TECNÓLOGO EN MARKETING DIGITAL
6213,TECNÓLOGO EN MECANICA INDUSTRIAL
6214,TECNÓLOGO EN MECANIZACION AGRICOLA
6215,TECNÓLOGO EN MECANIZACIÓN AGRÍCOLA
6216,TECNÓLOGO EN MECATRONICA
6217,TECNÓLOGO EN MECATRÓNICA
6218,TECNÓLOGO EN MECÁNICA AUTOMOTRIZ
6219,TECNÓLOGO EN MECÁNICA AUTONOTRIZ
6220,TECNÓLOGO EN MECÁNICA INDUSTRIAL
6221,TECNÓLOGO EN MEDIO AMBIENTE
6222,TECNÓLOGO EN MERCADEO
6223,TECNÓLOGO EN MERCADEO AGROINDUSTRIAL
6224,TECNÓLOGO EN MERCADEO AGROPECUARIO
6225,TECNÓLOGO EN MERCADEO DE PRODUCTOS ECOTURÍSTICOS
6226,TECNÓLOGO EN MERCADEO Y COMUNICACIÓN DE LA MODA
6227,TECNÓLOGO EN MERCADEO Y ESTRATEGIAS COMERCIALES
6228,TECNÓLOGO EN MERCADEO Y GESTIÓN COMERCIAL
6229,TECNÓLOGO EN MERCADEO Y NEGOCIOS INTERNACIONALES
6230,TECNÓLOGO EN MERCADEO Y PUBLICIDAD
6231,TECNÓLOGO EN MERCADOTECNIA
6232,TECNÓLOGO EN MERCADOTECNIA Y PUBLICIDAD
6233,TECNÓLOGO EN MICROBIOLOGÍA VETERINARIA
6234,TECNÓLOGO EN MODELADO DIGITAL ARQUITECTÓNICO
6235,TECNÓLOGO EN MODELADO Y ANIMACIÓN GRAFICA
6236,TECNÓLOGO EN MULTIMEDIA
6237,TECNÓLOGO EN MULTIMEDIA Y SOLUCIONES WEB
6238,TECNÓLOGO EN NEGOCIACION INTERNACIONAL
6239,TECNÓLOGO EN NEGOCIACIÓN INTERNACIONAL
6240,TECNÓLOGO EN NEGOCIOS Y MERCADEO
6241,TECNÓLOGO EN OBRAS CIVILES
6242,TECNÓLOGO EN OFICIAL DE CUBIERTA
6243,TECNÓLOGO EN OFICIAL ENCARGADO DE LA GUARDIA DE NAVEGACIÓN. REGLA II/3.3 STCW/78 ENMENDADO. NIVEL OPERACIONAL.
6244,TECNÓLOGO EN OPERACIONES DE MANUFACTURA Y SERVICIOS
6245,TECNÓLOGO EN OPERACIÓN DE PLANTAS PARA EL PROCESAMIENTO DE PLÁSTICOS
6246,TECNÓLOGO EN OPERACIÓN DE PLANTAS PETROQUIMICAS
6247,TECNÓLOGO EN OPERACIÓN DE PLANTAS PETROQUÍMICAS
6248,TECNÓLOGO EN OPERACIÓN DE SISTEMAS ELECTROMECÁNICOS
6249,TECNÓLOGO EN OPERACIÓN Y MANTENIMIENTO ELECTROMECÁNICO
6250,TECNÓLOGO EN ORGANIZACIÓN DE EVENTOS
6251,TECNÓLOGO EN PEDAGOGÍA Y LINGÜÍSTICA APLICADA PARA LA REVITALIZACIÓN DE LA LENGUA NASA
6252,TECNÓLOGO EN PLANEACIÓN PARA EL CONTROL AMBIENTAL
6253,TECNÓLOGO EN PLANEACIÓN Y GESTIÓN DE PROCESOS AUTOMATIZADOS
6254,TECNÓLOGO EN PLANEACIÓN Y GESTIÓN DE REDES
6255,TECNÓLOGO EN PROCEDIMIENTOS JUDICIALES
